PurchaseOrderID,OrderDate,RequestedDeliveryDate,ActualDeliveryDate,SupplierID,ProductID,WarehouseID,OrderQty,UnitPriceEUR,POValueEUR,Status,DelayDays,Confirmed
PO4500000214,2025-01-26,2025-02-04,2025-02-03,SUP012,MAT100011,WH01,445,828.89,368856.05,Delivered,0,Yes
PO4500000215,2025-05-26,2025-05-29,2025-05-28,SUP024,MAT100067,WH02,486,706.92,343563.12,Delivered,0,Yes
PO4500000216,2026-03-25,2026-04-05,2026-04-05,SUP004,MAT100006,WH03,346,65.12,22531.52,Delivered,0,Yes
PO4500000217,2025-04-22,2025-05-22,2025-05-20,SUP011,MAT100071,WH01,269,466.81,125571.89,Delivered,0,Yes
PO4500000218,2026-04-19,2026-04-30,2026-04-30,SUP014,MAT100085,WH02,208,171.82,35738.56,Delivered,0,Yes
PO4500000219,2025-07-22,2025-07-25,2025-07-25,SUP024,MAT100028,WH01,418,8.98,3753.64,Delivered,0,Yes
PO4500000220,2025-03-06,2025-04-07,2025-04-08,SUP023,MAT100026,WH02,211,332.38,70132.18,Delivered,1,Yes
PO4500000221,2026-05-17,2026-06-19,2026-06-18,SUP022,MAT100076,WH01,417,552.12,230234.04,Delivered,0,Yes
PO4500000222,2025-06-26,2025-07-14,2025-07-13,SUP015,MAT100041,WH01,106,606.54,64293.24,Delivered,0,Yes
PO4500000223,2025-07-07,2025-07-18,2025-07-16,SUP004,MAT100077,WH01,543,352.67,191499.81,Delivered,0,Yes
PO4500000224,2025-07-10,2025-07-21,2025-07-22,SUP014,MAT100063,WH02,197,501.65,98825.05,Delivered,1,Yes
PO4500000225,2026-04-07,2026-05-07,2026-05-06,SUP011,MAT100025,WH02,29,438.72,12722.88,Delivered,0,Yes
PO4500000226,2026-05-22,2026-05-31,2026-05-31,SUP017,MAT100057,WH02,445,640.58,285058.1,Delivered,0,Yes
PO4500000227,2025-02-01,2025-03-10,2025-03-08,SUP019,MAT100029,WH03,319,34.26,10928.94,Delivered,0,Yes
PO4500000228,2026-05-23,2026-06-10,2026-06-07,SUP015,MAT100070,WH02,136,244.76,33287.36,Delivered,0,Yes
PO4500000229,2026-03-28,2026-04-11,2026-04-11,SUP002,MAT100084,WH01,124,663.71,82300.04,Delivered,0,Yes
PO4500000230,2026-04-06,2026-04-20,2026-04-17,SUP002,MAT100016,WH01,469,779.43,365552.67,Delivered,0,Yes
PO4500000231,2025-12-26,2025-12-29,2026-01-12,SUP024,MAT100101,WH01,189,556.46,105170.94,Late,14,Yes
PO4500000232,2025-12-26,2026-01-09,2026-01-10,SUP002,MAT100091,WH02,571,155.7,88904.7,Delivered,1,Yes
PO4500000233,2026-06-11,2026-06-18,2026-06-22,SUP009,MAT100101,WH02,158,866.68,136935.44,Late,4,Yes
PO4500000234,2025-05-10,2025-05-17,2025-05-15,SUP009,MAT100042,WH01,275,135.89,37369.75,Delivered,0,Yes
PO4500000235,2026-02-07,2026-03-12,2026-03-13,SUP022,MAT100049,WH02,295,566.89,167232.55,Delivered,1,Yes
PO4500000236,2026-02-17,2026-03-01,2026-02-28,SUP003,MAT100063,WH02,397,411.95,163544.15,Delivered,0,Yes
PO4500000237,2025-04-06,2025-04-09,2025-04-09,SUP024,MAT100102,WH03,386,765.85,295618.1,Delivered,0,Yes
PO4500000238,2025-08-05,2025-08-16,2025-08-15,SUP014,MAT100074,WH01,310,307.29,95259.9,Delivered,0,Yes
PO4500000239,2025-12-18,2025-12-28,2025-12-30,SUP016,MAT100101,WH02,67,94.12,6306.04,Late,2,No
PO4500000240,2026-03-28,2026-04-10,2026-04-10,SUP006,MAT100117,WH01,227,896.15,203426.05,Delivered,0,Yes
PO4500000241,2025-06-12,2025-06-25,2025-07-04,SUP010,MAT100033,WH01,115,590.86,67948.9,Late,9,Yes
PO4500000242,2025-06-19,2025-07-22,2025-07-21,SUP021,MAT100012,WH03,259,389.16,100792.44,Delivered,0,Yes
PO4500000243,2026-05-04,2026-05-23,2026-05-24,SUP007,MAT100057,WH01,251,469.9,117944.9,Delivered,1,No
PO4500000244,2025-05-04,2025-06-03,2025-06-17,SUP011,MAT100030,WH02,155,432.54,67043.7,Late,14,Yes
PO4500000245,2025-04-16,2025-04-27,2025-04-26,SUP004,MAT100105,WH01,160,347.54,55606.4,Delivered,0,Yes
PO4500000246,2025-05-27,2025-06-29,2025-06-30,SUP022,MAT100022,WH02,28,551.24,15434.72,Delivered,1,Yes
PO4500000247,2025-06-05,2025-06-24,2025-07-09,SUP007,MAT100013,WH01,242,82.59,19986.78,Late,15,Yes
PO4500000248,2026-01-29,2026-03-07,2026-03-07,SUP019,MAT100032,WH02,342,713.01,243849.42,Delivered,0,Yes
PO4500000249,2025-10-19,2025-11-03,2025-10-31,SUP008,MAT100078,WH03,328,188.87,61949.36,Delivered,0,Yes
PO4500000250,2025-10-30,2025-11-17,2025-11-15,SUP013,MAT100031,WH02,526,350.37,184294.62,Delivered,0,Yes
PO4500000251,2025-01-13,2025-01-25,2025-02-05,SUP003,MAT100108,WH03,155,351.22,54439.1,Late,11,Yes
PO4500000252,2025-06-26,2025-07-02,2025-06-29,SUP018,MAT100002,WH02,37,530.69,19635.53,Delivered,0,Yes
PO4500000253,2026-02-12,2026-02-26,2026-02-27,SUP002,MAT100052,WH01,445,384.1,170924.5,Delivered,1,Yes
PO4500000254,2025-06-06,2025-06-12,2025-06-11,SUP018,MAT100027,WH01,100,462.62,46262.0,Delivered,0,Yes
PO4500000255,2025-03-09,2025-03-27,2025-03-27,SUP013,MAT100012,WH02,264,56.83,15003.12,Delivered,0,Yes
PO4500000256,2025-02-26,2025-04-01,2025-03-30,SUP020,MAT100018,WH03,142,16.34,2320.28,Delivered,0,No
PO4500000257,2025-12-22,2026-01-01,2025-12-31,SUP016,MAT100096,WH02,190,337.82,64185.8,Delivered,0,Yes
PO4500000258,2025-01-31,2025-02-11,2025-02-11,SUP004,MAT100034,WH03,298,473.85,141207.3,Delivered,0,Yes
PO4500000259,2025-03-20,2025-04-22,2025-04-23,SUP021,MAT100110,WH03,388,54.62,21192.56,Delivered,1,Yes
PO4500000260,2025-09-19,2025-10-02,2025-10-03,SUP006,MAT100066,WH01,138,209.42,28899.96,Delivered,1,No
PO4500000261,2025-09-08,2025-10-11,2025-10-10,SUP001,MAT100023,WH01,412,828.6,341383.2,Delivered,0,Yes
PO4500000262,2026-03-06,2026-04-07,2026-04-05,SUP023,MAT100041,WH02,446,824.69,367811.74,Delivered,0,Yes
PO4500000263,2026-01-17,2026-02-23,2026-02-20,SUP019,MAT100067,WH01,203,204.75,41564.25,Delivered,0,Yes
PO4500000264,2026-04-22,2026-05-04,2026-05-03,SUP003,MAT100059,WH01,355,82.32,29223.6,Delivered,0,Yes
PO4500000265,2025-11-08,2025-11-21,2025-11-19,SUP010,MAT100064,WH01,495,334.6,165627.0,Delivered,0,Yes
PO4500000266,2025-09-09,2025-09-15,2025-09-15,SUP018,MAT100045,WH03,44,213.53,9395.32,Delivered,0,Yes
PO4500000267,2025-12-10,2026-01-12,2026-01-12,SUP001,MAT100068,WH01,334,98.03,32742.02,Delivered,0,Yes
PO4500000268,2025-05-26,2025-06-09,2025-06-06,SUP002,MAT100115,WH03,64,829.54,53090.56,Delivered,0,Yes
PO4500000269,2026-04-15,2026-04-24,2026-04-27,SUP012,MAT100082,WH02,117,457.36,53511.12,Late,3,Yes
PO4500000270,2025-03-05,2025-04-11,2025-04-09,SUP019,MAT100109,WH02,262,266.05,69705.1,Delivered,0,Yes
PO4500000271,2025-12-01,2025-12-19,2025-12-18,SUP013,MAT100026,WH01,259,71.85,18609.15,Delivered,0,Yes
PO4500000272,2025-04-22,2025-05-29,2025-05-27,SUP019,MAT100053,WH01,480,422.12,202617.6,Delivered,0,Yes
PO4500000273,2026-04-08,2026-04-27,2026-04-26,SUP007,MAT100104,WH03,142,85.93,12202.06,Delivered,0,Yes
PO4500000274,2025-02-11,2025-03-15,2025-03-14,SUP023,MAT100032,WH02,171,86.64,14815.44,Delivered,0,Yes
PO4500000275,2025-11-03,2025-11-17,2025-11-15,SUP002,MAT100110,WH02,51,857.13,43713.63,Delivered,0,Yes
PO4500000276,2025-09-13,2025-09-19,2025-09-16,SUP018,MAT100008,WH01,163,113.7,18533.1,Delivered,0,Yes
PO4500000277,2026-01-17,2026-02-04,2026-02-01,SUP013,MAT100010,WH01,285,826.1,235438.5,Delivered,0,Yes
PO4500000278,2026-03-31,2026-04-19,2026-04-22,SUP007,MAT100060,WH01,359,114.66,41162.94,Late,3,Yes
PO4500000279,2026-03-20,2026-04-26,2026-04-26,SUP019,MAT100088,WH02,528,31.39,16573.92,Delivered,0,Yes
PO4500000280,2025-07-11,2025-07-30,2025-07-30,SUP007,MAT100080,WH03,172,36.01,6193.72,Delivered,0,Yes
PO4500000281,2026-05-26,2026-06-08,2026-06-09,SUP010,MAT100036,WH02,510,59.58,30385.8,Delivered,1,Yes
PO4500000282,2025-09-13,2025-10-02,2025-10-03,SUP007,MAT100101,WH03,39,890.52,34730.28,Delivered,1,Yes
PO4500000283,2026-05-12,2026-05-18,2026-05-19,SUP018,MAT100035,WH01,534,292.84,156376.56,Delivered,1,No
PO4500000284,2025-08-13,2025-09-16,2025-09-15,SUP020,MAT100061,WH03,79,728.75,57571.25,Delivered,0,Yes
PO4500000285,2025-08-27,2025-10-03,2025-10-07,SUP019,MAT100035,WH03,273,592.89,161858.97,Late,4,Yes
PO4500000286,2025-02-27,2025-03-02,2025-02-28,SUP024,MAT100108,WH01,417,322.55,134503.35,Delivered,0,Yes
PO4500000287,2025-11-22,2025-12-29,2025-12-28,SUP019,MAT100046,WH03,48,634.59,30460.32,Delivered,0,Yes
PO4500000288,2025-07-12,2025-08-18,2025-09-03,SUP019,MAT100063,WH01,575,281.6,161920.0,Late,16,Yes
PO4500000289,2025-08-13,2025-08-28,2025-08-28,SUP008,MAT100079,WH01,20,301.9,6038.0,Delivered,0,Yes
PO4500000290,2025-07-01,2025-07-31,2025-07-30,SUP011,MAT100076,WH03,80,24.61,1968.8,Delivered,0,Yes
PO4500000291,2026-01-09,2026-01-20,2026-02-01,SUP004,MAT100044,WH02,425,529.48,225029.0,Late,12,Yes
PO4500000292,2026-03-24,2026-04-06,2026-04-06,SUP006,MAT100072,WH03,344,160.91,55353.04,Delivered,0,Yes
PO4500000293,2026-01-01,2026-02-04,2026-02-05,SUP020,MAT100094,WH03,199,343.65,68386.35,Delivered,1,Yes
PO4500000294,2025-01-02,2025-01-15,2025-01-28,SUP006,MAT100041,WH03,53,167.96,8901.88,Late,13,Yes
PO4500000295,2025-04-17,2025-05-24,2025-05-29,SUP019,MAT100031,WH02,359,672.08,241276.72,Late,5,Yes
PO4500000296,2025-04-01,2025-04-14,2025-04-25,SUP006,MAT100027,WH01,477,15.2,7250.4,Late,11,Yes
PO4500000297,2025-09-20,2025-09-29,2025-09-26,SUP012,MAT100094,WH02,69,350.41,24178.29,Delivered,0,Yes
PO4500000298,2026-05-20,2026-05-31,2026-06-12,SUP014,MAT100107,WH02,579,340.94,197404.26,Late,12,Yes
PO4500000299,2025-08-19,2025-09-25,2025-09-22,SUP019,MAT100041,WH02,54,268.94,14522.76,Delivered,0,Yes
PO4500000300,2025-12-17,2025-12-29,2025-12-29,SUP003,MAT100071,WH01,184,660.13,121463.92,Delivered,0,Yes
PO4500000301,2026-05-10,2026-06-13,2026-06-13,SUP020,MAT100056,WH01,188,548.55,103127.4,Delivered,0,No
PO4500000302,2025-07-30,2025-08-29,2025-09-12,SUP011,MAT100094,WH03,587,651.22,382266.14,Late,14,Yes
PO4500000303,2025-11-01,2025-11-14,2025-11-11,SUP010,MAT100108,WH02,422,516.73,218060.06,Delivered,0,Yes
PO4500000304,2025-01-04,2025-01-13,2025-01-12,SUP012,MAT100004,WH01,511,183.71,93875.81,Delivered,0,Yes
PO4500000305,2025-03-25,2025-04-07,2025-04-04,SUP010,MAT100061,WH02,335,707.46,236999.1,Delivered,0,Yes
PO4500000306,2025-04-04,2025-04-11,2025-04-11,SUP009,MAT100049,WH02,209,337.06,70445.54,Delivered,0,Yes
PO4500000307,2025-09-27,2025-10-11,2025-10-10,SUP002,MAT100073,WH01,251,754.19,189301.69,Delivered,0,Yes
PO4500000308,2025-04-10,2025-05-12,2025-05-11,SUP023,MAT100097,WH03,574,375.52,215548.48,Delivered,0,Yes
PO4500000309,2026-02-01,2026-02-15,2026-02-15,SUP002,MAT100120,WH02,568,619.93,352120.24,Delivered,0,Yes
PO4500000310,2026-05-03,2026-05-18,2026-05-18,SUP008,MAT100116,WH03,55,454.38,24990.9,Delivered,0,Yes
PO4500000311,2025-05-31,2025-07-03,2025-07-03,SUP022,MAT100022,WH01,197,854.41,168318.77,Delivered,0,Yes
PO4500000312,2025-02-13,2025-03-17,2025-03-17,SUP005,MAT100081,WH01,226,897.56,202848.56,Delivered,0,Yes
PO4500000313,2025-11-24,2025-12-01,2025-12-04,SUP009,MAT100051,WH03,109,352.35,38406.15,Late,3,Yes
PO4500000314,2026-04-15,2026-04-22,2026-04-23,SUP009,MAT100015,WH02,555,704.61,391058.55,Late,1,Yes
PO4500000315,2025-04-13,2025-05-20,2025-05-24,SUP019,MAT100113,WH02,312,781.39,243793.68,Late,4,Yes
PO4500000316,2026-01-28,2026-02-04,2026-02-05,SUP009,MAT100036,WH02,504,38.53,19419.12,Delivered,1,Yes
PO4500000317,2026-02-16,2026-03-22,2026-03-21,SUP020,MAT100061,WH02,263,49.12,12918.56,Delivered,0,Yes
PO4500000318,2025-12-12,2026-01-14,2026-01-13,SUP001,MAT100063,WH03,338,255.91,86497.58,Delivered,0,Yes
PO4500000319,2025-05-18,2025-06-02,2025-06-02,SUP008,MAT100054,WH03,348,246.13,85653.24,Delivered,0,Yes
PO4500000320,2026-03-29,2026-04-17,2026-04-17,SUP007,MAT100112,WH02,516,684.75,353331.0,Delivered,0,Yes
PO4500000321,2025-06-12,2025-06-21,2025-06-22,SUP017,MAT100109,WH03,433,126.41,54735.53,Delivered,1,Yes
PO4500000322,2025-06-27,2025-07-30,2025-07-28,SUP001,MAT100059,WH01,79,228.29,18034.91,Delivered,0,Yes
PO4500000323,2025-07-23,2025-08-24,2025-08-24,SUP023,MAT100119,WH01,537,360.26,193459.62,Delivered,0,Yes
PO4500000324,2026-01-17,2026-02-01,2026-02-01,SUP008,MAT100061,WH03,201,864.67,173798.67,Delivered,0,Yes
PO4500000325,2025-06-17,2025-06-26,2025-07-05,SUP012,MAT100050,WH01,112,260.14,29135.68,Late,9,Yes
PO4500000326,2025-08-08,2025-09-14,2025-09-22,SUP019,MAT100053,WH03,231,245.83,56786.73,Late,8,No
PO4500000327,2025-01-10,2025-02-12,2025-02-10,SUP022,MAT100002,WH01,197,543.02,106974.94,Delivered,0,Yes
PO4500000328,2025-10-09,2025-10-22,2025-10-22,SUP010,MAT100028,WH02,377,415.8,156756.6,Delivered,0,Yes
PO4500000329,2026-02-11,2026-02-20,2026-02-17,SUP017,MAT100108,WH02,543,899.49,488423.07,Delivered,0,Yes
PO4500000330,2025-10-17,2025-11-20,2025-11-17,SUP020,MAT100036,WH03,513,62.13,31872.69,Delivered,0,Yes
PO4500000331,2025-09-25,2025-10-02,2025-10-01,SUP009,MAT100098,WH01,212,139.19,29508.28,Delivered,0,Yes
PO4500000332,2026-02-18,2026-03-24,2026-03-22,SUP020,MAT100038,WH02,46,591.58,27212.68,Delivered,0,Yes
PO4500000333,2026-02-02,2026-02-20,2026-02-21,SUP013,MAT100092,WH01,214,312.13,66795.82,Delivered,1,Yes
PO4500000334,2026-05-03,2026-06-05,2026-06-04,SUP021,MAT100022,WH03,539,273.67,147508.13,Delivered,0,Yes
PO4500000335,2025-10-28,2025-11-10,2025-11-08,SUP006,MAT100072,WH01,284,654.04,185747.36,Delivered,0,Yes
PO4500000336,2025-04-02,2025-05-02,2025-04-30,SUP011,MAT100114,WH02,334,381.32,127360.88,Delivered,0,Yes
PO4500000337,2025-10-29,2025-12-05,2025-12-02,SUP019,MAT100082,WH03,501,53.04,26573.04,Delivered,0,Yes
PO4500000338,2025-03-14,2025-04-17,2025-04-15,SUP020,MAT100088,WH02,532,112.24,59711.68,Delivered,0,Yes
PO4500000339,2025-02-25,2025-03-08,2025-03-13,SUP014,MAT100044,WH02,160,893.15,142904.0,Late,5,Yes
PO4500000340,2025-05-27,2025-06-14,2025-06-12,SUP015,MAT100081,WH01,102,441.38,45020.76,Delivered,0,Yes
PO4500000341,2025-01-05,2025-01-19,2025-01-17,SUP002,MAT100021,WH02,192,520.77,99987.84,Delivered,0,Yes
PO4500000342,2025-05-13,2025-05-25,2025-05-25,SUP003,MAT100062,WH02,433,388.98,168428.34,Delivered,0,No
PO4500000343,2025-07-24,2025-07-30,2025-07-27,SUP018,MAT100068,WH01,349,682.38,238150.62,Delivered,0,No
PO4500000344,2025-09-12,2025-10-15,2025-10-14,SUP001,MAT100050,WH03,339,120.39,40812.21,Delivered,0,Yes
PO4500000345,2025-03-08,2025-03-21,2025-03-31,SUP006,MAT100067,WH03,317,413.05,130936.85,Late,10,Yes
PO4500000346,2025-05-18,2025-05-29,2025-05-29,SUP014,MAT100022,WH02,387,676.35,261747.45,Delivered,0,No
PO4500000347,2025-05-15,2025-05-30,2025-05-27,SUP008,MAT100047,WH03,536,156.24,83744.64,Delivered,0,Yes
PO4500000348,2026-01-20,2026-02-03,2026-02-02,SUP002,MAT100077,WH01,567,562.71,319056.57,Delivered,0,Yes
PO4500000349,2025-01-21,2025-02-23,2025-02-20,SUP021,MAT100016,WH03,446,402.66,179586.36,Delivered,0,Yes
PO4500000350,2025-06-06,2025-07-08,2025-07-05,SUP023,MAT100013,WH03,328,381.68,125191.04,Delivered,0,Yes
PO4500000351,2025-05-21,2025-06-24,2025-06-21,SUP020,MAT100016,WH02,543,648.3,352026.9,Delivered,0,Yes
PO4500000352,2026-05-25,2026-06-05,2026-06-03,SUP004,MAT100026,WH02,289,749.19,216515.91,Delivered,0,Yes
PO4500000353,2025-06-14,2025-06-27,2025-06-27,SUP010,MAT100062,WH02,232,620.94,144058.08,Delivered,0,Yes
PO4500000354,2025-04-02,2025-05-05,2025-05-06,SUP001,MAT100012,WH03,525,138.48,72702.0,Delivered,1,Yes
PO4500000355,2025-04-14,2025-04-17,2025-04-25,SUP024,MAT100038,WH02,487,889.86,433361.82,Late,8,Yes
PO4500000356,2025-06-28,2025-07-09,2025-07-19,SUP004,MAT100041,WH02,388,722.43,280302.84,Late,10,Yes
PO4500000357,2025-02-16,2025-02-27,2025-02-25,SUP004,MAT100115,WH02,194,299.15,58035.1,Delivered,0,Yes
PO4500000358,2025-04-06,2025-04-13,2025-04-12,SUP009,MAT100052,WH02,207,106.88,22124.16,Delivered,0,Yes
PO4500000359,2026-05-05,2026-05-23,2026-05-21,SUP013,MAT100093,WH01,135,123.6,16686.0,Delivered,0,Yes
PO4500000360,2025-04-17,2025-04-30,2025-05-01,SUP006,MAT100087,WH02,514,723.03,371637.42,Delivered,1,Yes
PO4500000361,2026-01-03,2026-01-21,2026-01-19,SUP013,MAT100015,WH02,514,828.76,425982.64,Delivered,0,Yes
PO4500000362,2025-09-25,2025-10-07,2025-10-04,SUP003,MAT100074,WH03,557,691.94,385410.58,Delivered,0,Yes
PO4500000363,2025-12-13,2026-01-15,2026-01-16,SUP022,MAT100094,WH01,117,392.4,45910.8,Delivered,1,Yes
PO4500000364,2026-01-30,2026-03-04,2026-03-05,SUP022,MAT100120,WH01,75,15.42,1156.5,Delivered,1,Yes
PO4500000365,2026-05-23,2026-06-02,2026-06-05,SUP016,MAT100043,WH02,523,291.97,152700.31,Late,3,No
PO4500000366,2026-01-23,2026-02-07,2026-02-05,SUP008,MAT100103,WH03,100,415.89,41589.0,Delivered,0,Yes
PO4500000367,2026-04-03,2026-04-13,2026-04-13,SUP016,MAT100053,WH01,38,96.87,3681.06,Delivered,0,Yes
PO4500000368,2025-04-04,2025-05-07,2025-05-08,SUP001,MAT100072,WH01,331,801.65,265346.15,Delivered,1,Yes
PO4500000369,2025-12-16,2026-01-03,2025-12-31,SUP015,MAT100043,WH03,248,760.66,188643.68,Delivered,0,Yes
PO4500000370,2026-04-30,2026-06-03,2026-06-02,SUP020,MAT100098,WH03,483,107.05,51705.15,Delivered,0,Yes
PO4500000371,2025-12-30,2026-01-29,2026-01-28,SUP011,MAT100090,WH01,580,472.18,273864.4,Delivered,0,No
PO4500000372,2026-05-20,2026-06-02,2026-06-02,SUP006,MAT100026,WH01,129,232.59,30004.11,Delivered,0,Yes
PO4500000373,2025-08-09,2025-08-27,2025-08-25,SUP013,MAT100054,WH01,366,101.45,37130.7,Delivered,0,Yes
PO4500000374,2025-05-07,2025-06-09,2025-06-09,SUP022,MAT100065,WH01,488,594.32,290028.16,Delivered,0,Yes
PO4500000375,2025-02-19,2025-03-24,2025-03-24,SUP001,MAT100100,WH01,514,832.31,427807.34,Delivered,0,Yes
PO4500000376,2025-05-12,2025-05-25,2025-05-26,SUP006,MAT100050,WH02,349,456.18,159206.82,Delivered,1,Yes
PO4500000377,2025-09-12,2025-10-14,2025-10-13,SUP023,MAT100018,WH01,321,410.3,131706.3,Delivered,0,Yes
PO4500000378,2026-06-09,2026-07-11,2026-07-12,SUP023,MAT100120,WH03,341,642.13,218966.33,Open,1,Yes
PO4500000379,2025-08-03,2025-08-22,2025-08-21,SUP007,MAT100017,WH03,373,829.47,309392.31,Delivered,0,Yes
PO4500000380,2026-05-31,2026-06-13,2026-06-12,SUP006,MAT100072,WH02,138,685.89,94652.82,Delivered,0,Yes
PO4500000381,2026-03-04,2026-04-06,2026-04-07,SUP022,MAT100055,WH01,312,790.34,246586.08,Delivered,1,Yes
PO4500000382,2026-01-26,2026-02-28,2026-02-25,SUP001,MAT100101,WH01,224,243.95,54644.8,Delivered,0,Yes
PO4500000383,2025-09-14,2025-10-17,2025-10-14,SUP022,MAT100070,WH01,322,187.58,60400.76,Delivered,0,Yes
PO4500000384,2025-04-15,2025-05-03,2025-05-04,SUP015,MAT100072,WH02,249,669.46,166695.54,Delivered,1,Yes
PO4500000385,2025-10-22,2025-11-23,2025-11-20,SUP023,MAT100101,WH03,410,351.86,144262.6,Delivered,0,Yes
PO4500000386,2025-02-25,2025-03-03,2025-03-02,SUP018,MAT100100,WH02,227,560.4,127210.8,Delivered,0,Yes
PO4500000387,2026-01-12,2026-02-14,2026-02-15,SUP021,MAT100025,WH02,221,699.65,154622.65,Delivered,1,Yes
PO4500000388,2025-03-18,2025-04-20,2025-04-18,SUP022,MAT100006,WH02,546,111.82,61053.72,Delivered,0,Yes
PO4500000389,2025-05-14,2025-05-21,2025-05-20,SUP009,MAT100091,WH01,25,300.85,7521.25,Delivered,0,No
PO4500000390,2025-02-22,2025-03-24,2025-03-25,SUP011,MAT100074,WH03,328,444.04,145645.12,Delivered,1,Yes
PO4500000391,2025-11-22,2025-12-24,2025-12-22,SUP023,MAT100065,WH01,553,66.02,36509.06,Delivered,0,Yes
PO4500000392,2026-02-18,2026-02-24,2026-02-22,SUP018,MAT100043,WH02,238,598.68,142485.84,Delivered,0,Yes
PO4500000393,2026-05-02,2026-06-05,2026-06-06,SUP020,MAT100058,WH01,137,603.7,82706.9,Late,1,Yes
PO4500000394,2025-09-07,2025-10-11,2025-10-22,SUP020,MAT100015,WH02,410,824.76,338151.6,Late,11,Yes
PO4500000395,2025-10-17,2025-10-20,2025-10-21,SUP024,MAT100066,WH02,403,465.31,187519.93,Delivered,1,Yes
PO4500000396,2025-07-17,2025-07-30,2025-07-27,SUP010,MAT100099,WH03,118,154.82,18268.76,Delivered,0,Yes
PO4500000397,2025-03-09,2025-04-11,2025-04-09,SUP021,MAT100027,WH03,454,752.92,341825.68,Delivered,0,Yes
PO4500000398,2026-03-22,2026-03-25,2026-03-22,SUP024,MAT100092,WH02,177,26.26,4648.02,Delivered,0,No
PO4500000399,2025-02-25,2025-03-09,2025-03-08,SUP003,MAT100106,WH01,591,68.05,40217.55,Delivered,0,Yes
PO4500000400,2026-02-02,2026-02-13,2026-02-13,SUP014,MAT100050,WH03,463,288.18,133427.34,Delivered,0,Yes
PO4500000401,2025-03-06,2025-04-08,2025-04-09,SUP001,MAT100010,WH02,66,632.29,41731.14,Delivered,1,Yes
PO4500000402,2025-10-24,2025-11-04,2025-11-03,SUP004,MAT100119,WH02,108,256.96,27751.68,Delivered,0,Yes
PO4500000403,2025-02-01,2025-03-06,2025-03-07,SUP022,MAT100051,WH03,245,127.06,31129.7,Delivered,1,Yes
PO4500000404,2025-05-28,2025-06-30,2025-06-29,SUP021,MAT100072,WH01,31,500.4,15512.4,Delivered,0,Yes
PO4500000405,2026-02-08,2026-03-13,2026-03-10,SUP001,MAT100095,WH03,332,193.0,64076.0,Delivered,0,Yes
PO4500000406,2026-06-09,2026-06-20,2026-06-18,SUP014,MAT100033,WH01,246,557.11,137049.06,Delivered,0,Yes
PO4500000407,2025-02-25,2025-03-30,2025-03-31,SUP022,MAT100010,WH02,492,581.98,286334.16,Delivered,1,Yes
PO4500000408,2025-04-11,2025-04-18,2025-04-19,SUP009,MAT100046,WH01,518,856.63,443734.34,Delivered,1,Yes
PO4500000409,2025-04-13,2025-04-28,2025-04-25,SUP008,MAT100058,WH02,218,289.42,63093.56,Delivered,0,Yes
PO4500000410,2025-06-06,2025-06-19,2025-06-18,SUP010,MAT100022,WH01,343,863.0,296009.0,Delivered,0,Yes
PO4500000411,2026-03-23,2026-04-07,2026-04-06,SUP008,MAT100043,WH02,157,613.22,96275.54,Delivered,0,Yes
PO4500000412,2025-11-09,2025-11-18,2025-11-15,SUP012,MAT100011,WH02,199,582.77,115971.23,Delivered,0,Yes
PO4500000413,2025-07-21,2025-08-22,2025-08-19,SUP005,MAT100109,WH03,97,803.43,77932.71,Delivered,0,Yes
PO4500000414,2026-02-19,2026-03-28,2026-03-26,SUP019,MAT100070,WH03,57,498.68,28424.76,Delivered,0,Yes
PO4500000415,2026-01-10,2026-02-11,2026-02-12,SUP005,MAT100065,WH03,317,124.82,39567.94,Delivered,1,Yes
PO4500000416,2026-05-30,2026-06-08,2026-06-06,SUP012,MAT100018,WH02,189,682.7,129030.3,Delivered,0,Yes
PO4500000417,2025-05-30,2025-07-06,2025-07-06,SUP019,MAT100098,WH02,387,41.18,15936.66,Delivered,0,Yes
PO4500000418,2026-01-14,2026-01-21,2026-01-19,SUP009,MAT100047,WH02,550,817.41,449575.5,Delivered,0,Yes
PO4500000419,2025-02-17,2025-03-07,2025-03-06,SUP015,MAT100067,WH03,125,634.84,79355.0,Delivered,0,Yes
PO4500000420,2025-09-27,2025-09-30,2025-10-01,SUP024,MAT100049,WH02,198,342.11,67737.78,Delivered,1,Yes
PO4500000421,2026-06-14,2026-06-26,2026-06-24,SUP003,MAT100105,WH02,548,368.23,201790.04,Delivered,0,Yes
PO4500000422,2025-01-07,2025-01-17,2025-01-15,SUP016,MAT100010,WH03,470,153.22,72013.4,Delivered,0,Yes
PO4500000423,2025-06-03,2025-06-22,2025-06-21,SUP007,MAT100054,WH02,141,596.69,84133.29,Delivered,0,Yes
PO4500000424,2026-05-06,2026-05-16,2026-05-17,SUP016,MAT100053,WH01,185,584.3,108095.5,Delivered,1,Yes
PO4500000425,2025-06-14,2025-07-16,2025-07-17,SUP005,MAT100019,WH01,60,802.26,48135.6,Delivered,1,Yes
PO4500000426,2026-06-14,2026-06-27,2026-06-28,SUP006,MAT100028,WH02,310,852.79,264364.9,Late,1,Yes
PO4500000427,2026-05-09,2026-05-19,2026-05-19,SUP016,MAT100106,WH01,166,716.18,118885.88,Delivered,0,Yes
PO4500000428,2025-09-28,2025-10-07,2025-10-06,SUP017,MAT100009,WH01,484,538.9,260827.6,Delivered,0,Yes
