ShipmentID,DeliveryID,ShipmentDate,CarrierID,CountryID,Incoterm,TransportMode,DistanceKm,WeightKg,Pallets,TransitDays,FreightCostEUR,SellerPaysFreight,OnTimeDelivery,Route
SHP900000212,DLV800000212,2025-11-15,CAR01,CN,CPT,Road,7700,4776.7,11,12,4590.09,Yes,Yes,FI-CN
SHP900000213,DLV800000213,2025-06-26,CAR07,SE,CIP,Sea,650,1164.3,3,5,420.77,Yes,Yes,FI-SE
SHP900000214,DLV800000214,2026-05-26,CAR03,SE,DDP,Road,650,6072.5,9,1,1325.72,Yes,Yes,FI-SE
SHP900000215,DLV800000215,2025-05-04,CAR04,IT,FCA,Road,2900,143.5,1,4,0.0,No,Yes,FI-IT
SHP900000216,DLV800000216,2025-04-27,CAR08,PL,CPT,Sea,1450,5730.3,14,13,1026.96,Yes,No,FI-PL
SHP900000217,DLV800000217,2025-08-24,CAR05,SE,EXW,Air,650,3587.0,10,1,0.0,No,Yes,FI-SE
SHP900000218,DLV800000218,2025-05-20,CAR05,FR,CPT,Air,2400,273.0,1,2,7426.58,Yes,No,FI-FR
SHP900000219,DLV800000219,2026-02-16,CAR08,FI,DAP,Sea,250,3079.6,8,5,349.23,Yes,Yes,FI-FI
SHP900000220,DLV800000220,2026-01-31,CAR01,CN,CIP,Road,7700,2114.7,6,12,4063.1,Yes,Yes,FI-CN
SHP900000221,DLV800000221,2026-03-29,CAR05,DK,EXW,Air,1000,1904.0,3,2,0.0,No,No,FI-DK
SHP900000222,DLV800000222,2025-07-15,CAR01,FI,FCA,Road,250,5087.5,9,1,0.0,No,Yes,FI-FI
SHP900000223,DLV800000223,2026-04-15,CAR03,PL,CPT,Road,1450,3973.3,8,3,1670.72,Yes,No,FI-PL
SHP900000224,DLV800000224,2025-03-13,CAR08,US,DDP,Sea,7200,3998.4,6,25,2543.54,Yes,No,FI-US
SHP900000225,DLV800000225,2025-03-29,CAR04,ES,FCA,Road,3500,4053.9,6,5,0.0,No,Yes,FI-ES
SHP900000226,DLV800000226,2025-03-17,CAR07,NO,EXW,Sea,900,2547.6,5,11,0.0,No,No,FI-NO
SHP900000227,DLV800000227,2025-10-24,CAR08,SE,CPT,Sea,650,5494.9,14,5,802.19,Yes,Yes,FI-SE
SHP900000228,DLV800000228,2026-02-15,CAR03,US,CPT,Road,7200,3600.2,10,11,3919.54,Yes,Yes,FI-US
SHP900000229,DLV800000229,2026-01-08,CAR05,CN,DAP,Air,7700,3418.2,5,4,20620.68,Yes,Yes,FI-CN
SHP900000230,DLV800000230,2025-05-23,CAR03,IT,EXW,Road,2900,155.9,1,4,0.0,No,Yes,FI-IT
SHP900000231,DLV800000231,2025-12-13,CAR07,SE,FCA,Sea,650,1970.8,3,5,0.0,No,Yes,FI-SE
SHP900000232,DLV800000232,2025-11-29,CAR03,NO,DAP,Road,900,1303.9,2,1,849.37,Yes,Yes,FI-NO
SHP900000233,DLV800000233,2026-03-05,CAR02,DK,EXW,Road,1000,6602.5,11,2,0.0,No,Yes,FI-DK
SHP900000234,DLV800000234,2026-01-15,CAR02,FI,EXW,Road,250,2225.4,4,2,0.0,No,No,FI-FI
SHP900000235,DLV800000235,2025-08-17,CAR01,CN,DAP,Road,7700,4167.7,7,12,4134.68,Yes,Yes,FI-CN
SHP900000236,DLV800000236,2025-03-25,CAR05,FR,DDP,Air,2400,1612.2,3,1,8299.6,Yes,Yes,FI-FR
SHP900000237,DLV800000237,2025-08-03,CAR08,IT,CPT,Sea,2900,2911.5,5,9,1591.12,Yes,Yes,FI-IT
SHP900000238,DLV800000238,2025-07-24,CAR03,CN,DDP,Road,7700,277.6,1,12,3966.18,Yes,Yes,FI-CN
SHP900000239,DLV800000239,2025-07-06,CAR07,IT,FCA,Sea,2900,2538.8,6,9,0.0,No,Yes,FI-IT
SHP900000240,DLV800000240,2025-06-01,CAR06,DK,DAP,Air,1000,5225.0,10,2,6162.76,Yes,No,FI-DK
SHP900000241,DLV800000241,2026-05-29,CAR05,DK,DAP,Air,1000,6784.3,15,1,7815.55,Yes,Yes,FI-DK
SHP900000242,DLV800000242,2025-02-20,CAR01,IT,CPT,Road,2900,2368.9,6,4,2371.78,Yes,Yes,FI-IT
SHP900000243,DLV800000243,2025-01-05,CAR04,NO,CPT,Road,900,4907.9,8,1,1304.03,Yes,Yes,FI-NO
SHP900000244,DLV800000244,2025-04-12,CAR02,ES,DAP,Road,3500,6904.4,19,13,2772.92,Yes,No,FI-ES
SHP900000245,DLV800000245,2025-02-23,CAR08,DE,CIP,Sea,1650,2226.4,3,7,794.25,Yes,Yes,FI-DE
SHP900000246,DLV800000246,2025-03-24,CAR03,SE,DDP,Road,650,1130.6,2,1,695.56,Yes,Yes,FI-SE
SHP900000247,DLV800000247,2025-12-10,CAR02,FI,FCA,Road,250,4814.2,11,1,0.0,No,Yes,FI-FI
SHP900000248,DLV800000248,2025-10-16,CAR06,US,EXW,Air,7200,5916.3,12,12,0.0,No,No,FI-US
SHP900000249,DLV800000249,2026-01-09,CAR01,IT,DDP,Road,2900,4365.6,6,4,2508.66,Yes,Yes,FI-IT
SHP900000250,DLV800000250,2025-05-01,CAR04,FI,CPT,Road,250,3560.2,6,1,764.23,Yes,Yes,FI-FI
SHP900000251,DLV800000251,2025-04-05,CAR02,SE,CPT,Road,650,2533.4,4,7,730.92,Yes,No,FI-SE
SHP900000252,DLV800000252,2026-01-02,CAR06,NL,FCA,Air,1850,120.9,1,1,0.0,No,Yes,FI-NL
SHP900000253,DLV800000253,2025-03-01,CAR07,ES,DDP,Sea,3500,6271.2,9,12,1864.47,Yes,No,FI-ES
SHP900000254,DLV800000254,2025-08-10,CAR03,CN,DAP,Road,7700,173.0,1,12,4421.56,Yes,Yes,FI-CN
SHP900000255,DLV800000255,2025-08-10,CAR06,NO,FCA,Air,900,1808.1,3,1,0.0,No,Yes,FI-NO
SHP900000256,DLV800000256,2025-09-16,CAR05,NO,EXW,Air,900,1555.3,4,1,0.0,No,Yes,FI-NO
SHP900000257,DLV800000257,2025-01-28,CAR02,NL,EXW,Road,1850,5357.2,10,4,0.0,No,No,FI-NL
SHP900000258,DLV800000258,2025-06-04,CAR05,PL,FCA,Air,1450,6494.8,14,2,0.0,No,No,FI-PL
SHP900000259,DLV800000259,2026-04-10,CAR06,US,DDP,Air,7200,641.5,1,5,19786.87,Yes,No,FI-US
SHP900000260,DLV800000260,2025-02-15,CAR05,PL,FCA,Air,1450,5587.5,8,5,0.0,No,No,FI-PL
SHP900000261,DLV800000261,2026-06-16,CAR08,NO,FCA,Sea,900,908.8,1,6,0.0,No,No,FI-NO
SHP900000262,DLV800000262,2025-06-13,CAR02,SE,DAP,Road,650,719.9,1,1,622.5,Yes,Yes,FI-SE
SHP900000263,DLV800000263,2025-05-03,CAR02,NO,FCA,Road,900,3053.1,5,2,0.0,No,No,FI-NO
SHP900000264,DLV800000264,2026-01-13,CAR07,IT,FCA,Sea,2900,3262.3,5,9,0.0,No,Yes,FI-IT
SHP900000265,DLV800000265,2026-06-13,CAR02,NO,FCA,Road,900,4239.0,10,1,0.0,No,Yes,FI-NO
SHP900000266,DLV800000266,2025-06-03,CAR07,IT,CIP,Sea,2900,6731.3,15,17,1424.48,Yes,No,FI-IT
SHP900000267,DLV800000267,2026-05-02,CAR03,SE,EXW,Road,650,918.4,1,1,0.0,No,Yes,FI-SE
SHP900000268,DLV800000268,2025-06-08,CAR03,DK,CPT,Road,1000,1503.6,4,2,945.9,Yes,Yes,FI-DK
SHP900000269,DLV800000269,2025-12-30,CAR02,IT,EXW,Road,2900,5151.5,13,4,0.0,No,Yes,FI-IT
SHP900000270,DLV800000270,2025-10-09,CAR04,US,DDP,Road,7200,5957.9,15,11,5545.52,Yes,Yes,FI-US
SHP900000271,DLV800000271,2025-02-10,CAR06,DK,CIP,Air,1000,2789.2,8,2,5400.65,Yes,No,FI-DK
SHP900000272,DLV800000272,2025-08-21,CAR06,FI,CIP,Air,250,3774.8,10,1,2797.06,Yes,Yes,FI-FI
SHP900000273,DLV800000273,2025-03-29,CAR03,FI,DDP,Road,250,314.9,1,1,311.15,Yes,Yes,FI-FI
SHP900000274,DLV800000274,2025-01-27,CAR04,IT,FCA,Road,2900,1081.3,3,4,0.0,No,Yes,FI-IT
SHP900000275,DLV800000275,2025-01-10,CAR02,DK,FCA,Road,1000,5894.8,9,3,0.0,No,No,FI-DK
SHP900000276,DLV800000276,2026-02-06,CAR01,FR,CPT,Road,2400,2030.0,3,5,1581.17,Yes,No,FI-FR
SHP900000277,DLV800000277,2026-03-14,CAR01,US,CIP,Road,7200,3985.8,8,16,4356.84,Yes,No,FI-US
SHP900000278,DLV800000278,2025-07-12,CAR07,ES,FCA,Sea,3500,646.6,1,18,0.0,No,No,FI-ES
SHP900000279,DLV800000279,2025-05-18,CAR04,DE,DAP,Road,1650,3617.4,7,9,1695.73,Yes,No,FI-DE
SHP900000280,DLV800000280,2025-04-06,CAR08,FI,DAP,Sea,250,619.9,1,8,234.91,Yes,No,FI-FI
SHP900000281,DLV800000281,2025-12-11,CAR04,DE,FCA,Road,1650,4677.0,10,3,0.0,No,Yes,FI-DE
SHP900000282,DLV800000282,2025-07-26,CAR04,DK,FCA,Road,1000,5942.9,11,2,0.0,No,Yes,FI-DK
SHP900000283,DLV800000283,2025-09-28,CAR01,PL,CPT,Road,1450,2335.9,5,3,1264.15,Yes,No,FI-PL
SHP900000284,DLV800000284,2025-12-08,CAR05,CN,DAP,Air,7700,2769.4,4,4,22319.04,Yes,Yes,FI-CN
SHP900000285,DLV800000285,2025-03-03,CAR07,IT,DDP,Sea,2900,2608.5,5,9,1539.53,Yes,Yes,FI-IT
SHP900000286,DLV800000286,2025-11-05,CAR06,ES,DDP,Air,3500,2282.0,3,2,10972.18,Yes,Yes,FI-ES
SHP900000287,DLV800000287,2025-07-05,CAR05,PL,DAP,Air,1450,1700.0,3,1,5329.24,Yes,Yes,FI-PL
SHP900000288,DLV800000288,2025-05-03,CAR05,SE,EXW,Air,650,5554.7,14,1,0.0,No,Yes,FI-SE
SHP900000289,DLV800000289,2025-11-18,CAR02,PL,CPT,Road,1450,5399.1,13,2,1857.13,Yes,Yes,FI-PL
SHP900000290,DLV800000290,2025-05-01,CAR01,US,EXW,Road,7200,2597.5,5,17,0.0,No,No,FI-US
SHP900000291,DLV800000291,2025-07-31,CAR05,SE,FCA,Air,650,5588.6,13,1,0.0,No,Yes,FI-SE
SHP900000292,DLV800000292,2026-05-23,CAR08,US,EXW,Sea,7200,4849.8,10,24,0.0,No,Yes,FI-US
SHP900000293,DLV800000293,2026-03-28,CAR03,NL,FCA,Road,1850,1389.0,4,4,0.0,No,No,FI-NL
SHP900000294,DLV800000294,2025-02-14,CAR01,DE,CIP,Road,1650,3648.4,5,4,1264.16,Yes,No,FI-DE
SHP900000295,DLV800000295,2025-06-30,CAR08,NO,DAP,Sea,900,865.8,2,5,446.44,Yes,Yes,FI-NO
SHP900000296,DLV800000296,2025-08-07,CAR02,ES,DAP,Road,3500,1413.3,3,5,2364.86,Yes,Yes,FI-ES
SHP900000297,DLV800000297,2026-02-03,CAR03,NL,CPT,Road,1850,4429.2,9,3,1562.43,Yes,Yes,FI-NL
SHP900000298,DLV800000298,2025-12-25,CAR06,NO,DDP,Air,900,1611.1,3,1,4229.56,Yes,Yes,FI-NO
SHP900000299,DLV800000299,2026-01-04,CAR03,ES,EXW,Road,3500,3004.9,6,5,0.0,No,Yes,FI-ES
SHP900000300,DLV800000300,2025-02-15,CAR08,FI,FCA,Sea,250,5521.7,14,6,0.0,No,No,FI-FI
SHP900000301,DLV800000301,2025-07-20,CAR03,IT,DAP,Road,2900,2498.9,4,4,2293.46,Yes,Yes,FI-IT
SHP900000302,DLV800000302,2025-07-06,CAR04,IT,DAP,Road,2900,6463.6,10,12,2582.65,Yes,No,FI-IT
SHP900000303,DLV800000303,2025-11-25,CAR07,DE,CPT,Sea,1650,6877.8,17,7,1091.72,Yes,Yes,FI-DE
SHP900000304,DLV800000304,2025-10-24,CAR01,CN,DAP,Road,7700,3975.5,7,18,5231.92,Yes,No,FI-CN
SHP900000305,DLV800000305,2025-12-25,CAR03,US,CPT,Road,7200,2620.0,7,11,4334.48,Yes,Yes,FI-US
SHP900000306,DLV800000306,2025-09-07,CAR08,US,DDP,Sea,7200,1952.2,3,26,2389.83,Yes,No,FI-US
SHP900000307,DLV800000307,2025-11-08,CAR06,US,CPT,Air,7200,5430.1,13,4,23025.11,Yes,Yes,FI-US
SHP900000308,DLV800000308,2025-08-18,CAR05,IT,CIP,Air,2900,5121.6,8,2,9075.92,Yes,No,FI-IT
SHP900000309,DLV800000309,2025-06-27,CAR05,NL,CIP,Air,1850,2415.3,5,2,5497.57,Yes,No,FI-NL
SHP900000310,DLV800000310,2026-01-15,CAR02,US,DAP,Road,7200,449.6,1,17,4687.58,Yes,No,FI-US
SHP900000311,DLV800000311,2025-06-11,CAR05,FI,EXW,Air,250,1073.2,3,2,0.0,No,No,FI-FI
SHP900000312,DLV800000312,2026-03-12,CAR04,DK,CIP,Road,1000,547.1,1,3,855.28,Yes,No,FI-DK
SHP900000313,DLV800000313,2025-07-07,CAR02,DK,CIP,Road,1000,4877.3,7,3,1301.93,Yes,No,FI-DK
SHP900000314,DLV800000314,2025-07-27,CAR07,FR,CPT,Sea,2400,5396.6,12,14,1242.86,Yes,No,FI-FR
SHP900000315,DLV800000315,2025-05-06,CAR06,IT,FCA,Air,2900,3419.4,7,1,0.0,No,Yes,FI-IT
SHP900000316,DLV800000316,2025-10-14,CAR08,DE,DAP,Sea,1650,2787.6,6,7,958.69,Yes,Yes,FI-DE
SHP900000317,DLV800000317,2026-03-30,CAR08,PL,CPT,Sea,1450,6237.0,12,5,1295.87,Yes,Yes,FI-PL
SHP900000318,DLV800000318,2026-02-19,CAR06,DE,EXW,Air,1650,2721.3,6,1,0.0,No,Yes,FI-DE
SHP900000319,DLV800000319,2026-03-27,CAR03,PL,DDP,Road,1450,2268.0,6,2,1165.67,Yes,Yes,FI-PL
SHP900000320,DLV800000320,2025-12-24,CAR01,FR,FCA,Road,2400,2119.0,3,4,0.0,No,Yes,FI-FR
SHP900000321,DLV800000321,2025-12-05,CAR05,NL,DDP,Air,1850,6807.5,11,1,10167.94,Yes,Yes,FI-NL
SHP900000322,DLV800000322,2025-09-20,CAR04,DE,CPT,Road,1650,4135.9,7,3,1424.55,Yes,Yes,FI-DE
SHP900000323,DLV800000323,2026-04-04,CAR05,CN,CPT,Air,7700,5862.3,10,4,20713.73,Yes,Yes,FI-CN
SHP900000324,DLV800000324,2026-05-24,CAR01,DK,CPT,Road,1000,4508.5,7,3,1276.32,Yes,No,FI-DK
SHP900000325,DLV800000325,2025-04-16,CAR02,DE,FCA,Road,1650,5338.9,10,11,0.0,No,No,FI-DE
SHP900000326,DLV800000326,2026-02-24,CAR06,DE,FCA,Air,1650,1968.6,4,1,0.0,No,Yes,FI-DE
SHP900000327,DLV800000327,2025-05-27,CAR07,DE,DDP,Sea,1650,773.3,1,7,670.97,Yes,Yes,FI-DE
SHP900000328,DLV800000328,2025-12-26,CAR06,FR,DAP,Air,2400,4752.5,9,2,7696.73,Yes,No,FI-FR
SHP900000329,DLV800000329,2025-08-11,CAR02,PL,DDP,Road,1450,2311.0,5,2,1050.99,Yes,Yes,FI-PL
SHP900000330,DLV800000330,2025-07-26,CAR06,DK,EXW,Air,1000,976.1,2,1,0.0,No,Yes,FI-DK
SHP900000331,DLV800000331,2025-07-04,CAR05,DK,CPT,Air,1000,5008.0,10,1,6345.63,Yes,Yes,FI-DK
SHP900000332,DLV800000332,2025-01-28,CAR07,US,DDP,Sea,7200,5280.2,8,24,2768.34,Yes,Yes,FI-US
SHP900000333,DLV800000333,2026-05-10,CAR02,US,DAP,Road,7200,1478.6,3,11,3850.03,Yes,Yes,FI-US
SHP900000334,DLV800000334,2025-06-15,CAR06,IT,DDP,Air,2900,5268.7,9,1,11765.28,Yes,Yes,FI-IT
SHP900000335,DLV800000335,2026-06-15,CAR04,NO,FCA,Road,900,2826.9,4,1,0.0,No,Yes,FI-NO
SHP900000336,DLV800000336,2025-08-23,CAR04,DK,DAP,Road,1000,4855.0,8,2,1252.25,Yes,Yes,FI-DK
SHP900000337,DLV800000337,2025-01-07,CAR06,FR,DDP,Air,2400,1766.4,3,1,6770.36,Yes,Yes,FI-FR
SHP900000338,DLV800000338,2025-03-20,CAR06,US,CPT,Air,7200,1917.8,3,4,21865.47,Yes,Yes,FI-US
SHP900000339,DLV800000339,2026-04-14,CAR03,FI,CPT,Road,250,4643.6,12,2,707.38,Yes,No,FI-FI
SHP900000340,DLV800000340,2026-02-25,CAR01,NL,CPT,Road,1850,4463.4,9,4,1905.16,Yes,No,FI-NL
SHP900000341,DLV800000341,2025-07-04,CAR02,PL,CIP,Road,1450,1104.0,2,2,1123.61,Yes,Yes,FI-PL
SHP900000342,DLV800000342,2025-11-16,CAR02,NL,FCA,Road,1850,4996.9,7,3,0.0,No,Yes,FI-NL
SHP900000343,DLV800000343,2026-05-11,CAR03,CN,DDP,Road,7700,725.1,2,13,5298.27,Yes,No,FI-CN
SHP900000344,DLV800000344,2025-02-10,CAR08,SE,DDP,Sea,650,6044.8,12,6,854.39,Yes,No,FI-SE
SHP900000345,DLV800000345,2025-12-26,CAR04,US,DAP,Road,7200,5154.5,8,11,4173.65,Yes,Yes,FI-US
SHP900000346,DLV800000346,2026-05-16,CAR03,SE,EXW,Road,650,179.6,1,1,0.0,No,Yes,FI-SE
SHP900000347,DLV800000347,2025-06-26,CAR03,NO,EXW,Road,900,6364.1,10,1,0.0,No,Yes,FI-NO
SHP900000348,DLV800000348,2025-10-21,CAR04,FI,FCA,Road,250,3574.8,6,1,0.0,No,Yes,FI-FI
SHP900000349,DLV800000349,2025-01-20,CAR01,NL,CPT,Road,1850,4800.0,13,3,1915.92,Yes,Yes,FI-NL
SHP900000350,DLV800000350,2026-03-31,CAR04,NL,DAP,Road,1850,1144.9,2,3,1414.33,Yes,Yes,FI-NL
SHP900000351,DLV800000351,2026-04-05,CAR04,PL,CPT,Road,1450,152.2,1,2,926.2,Yes,Yes,FI-PL
SHP900000352,DLV800000352,2025-05-17,CAR02,IT,FCA,Road,2900,2278.4,3,4,0.0,No,Yes,FI-IT
SHP900000353,DLV800000353,2025-11-19,CAR04,PL,EXW,Road,1450,5049.8,13,3,0.0,No,No,FI-PL
SHP900000354,DLV800000354,2025-10-29,CAR03,PL,DAP,Road,1450,3615.2,6,3,1409.33,Yes,No,FI-PL
SHP900000355,DLV800000355,2025-04-18,CAR04,SE,FCA,Road,650,4939.5,12,1,0.0,No,Yes,FI-SE
SHP900000356,DLV800000356,2025-06-04,CAR02,US,CPT,Road,7200,4649.3,7,14,5096.75,Yes,No,FI-US
SHP900000357,DLV800000357,2026-02-27,CAR03,IT,DAP,Road,2900,794.9,2,5,1891.3,Yes,No,FI-IT
SHP900000358,DLV800000358,2025-11-07,CAR07,FI,FCA,Sea,250,6498.6,10,5,0.0,No,Yes,FI-FI
SHP900000359,DLV800000359,2026-05-05,CAR08,FR,CIP,Sea,2400,5250.1,8,15,1199.61,Yes,No,FI-FR
SHP900000360,DLV800000360,2025-07-03,CAR03,PL,FCA,Road,1450,149.2,1,3,0.0,No,No,FI-PL
SHP900000361,DLV800000361,2025-09-12,CAR05,FI,EXW,Air,250,5414.2,9,1,0.0,No,Yes,FI-FI
SHP900000362,DLV800000362,2026-04-01,CAR02,SE,CPT,Road,650,4040.3,8,2,1037.49,Yes,No,FI-SE
SHP900000363,DLV800000363,2025-01-20,CAR04,IT,FCA,Road,2900,5223.5,9,5,0.0,No,No,FI-IT
SHP900000364,DLV800000364,2025-07-19,CAR01,FI,FCA,Road,250,56.8,1,1,0.0,No,Yes,FI-FI
SHP900000365,DLV800000365,2025-08-24,CAR03,NL,CPT,Road,1850,5901.9,10,3,1995.22,Yes,Yes,FI-NL
SHP900000366,DLV800000366,2026-02-07,CAR01,ES,EXW,Road,3500,6008.8,15,5,0.0,No,Yes,FI-ES
SHP900000367,DLV800000367,2026-05-24,CAR04,IT,DAP,Road,2900,610.6,1,4,1591.41,Yes,Yes,FI-IT
SHP900000368,DLV800000368,2026-04-10,CAR07,US,CPT,Sea,7200,4656.9,7,24,2775.21,Yes,Yes,FI-US
SHP900000369,DLV800000369,2026-06-03,CAR03,DK,EXW,Road,1000,3712.6,8,2,0.0,No,Yes,FI-DK
SHP900000370,DLV800000370,2026-05-05,CAR01,CN,CIP,Road,7700,5783.9,14,12,5413.52,Yes,Yes,FI-CN
SHP900000371,DLV800000371,2025-09-28,CAR02,IT,DAP,Road,2900,3240.7,6,4,1869.79,Yes,Yes,FI-IT
SHP900000372,DLV800000372,2025-09-05,CAR07,ES,CIP,Sea,3500,146.0,1,11,1482.96,Yes,Yes,FI-ES
SHP900000373,DLV800000373,2026-02-08,CAR07,CN,CIP,Sea,7700,994.4,2,26,2785.63,Yes,Yes,FI-CN
SHP900000374,DLV800000374,2025-08-12,CAR03,IT,CPT,Road,2900,5175.1,8,5,2459.27,Yes,No,FI-IT
SHP900000375,DLV800000375,2026-04-30,CAR01,ES,CPT,Road,3500,5358.4,10,6,2657.7,Yes,No,FI-ES
SHP900000376,DLV800000376,2026-04-11,CAR01,FI,CPT,Road,250,5958.7,13,2,920.54,Yes,No,FI-FI
SHP900000377,DLV800000377,2026-05-29,CAR04,IT,DAP,Road,2900,6607.8,14,5,2481.69,Yes,No,FI-IT
SHP900000378,DLV800000378,2025-10-22,CAR02,ES,DDP,Road,3500,1191.7,2,5,2477.2,Yes,Yes,FI-ES
SHP900000379,DLV800000379,2025-05-01,CAR06,FI,DDP,Air,250,4224.8,11,1,3935.36,Yes,Yes,FI-FI
SHP900000380,DLV800000380,2025-09-13,CAR05,NO,CPT,Air,900,3902.1,6,1,5516.01,Yes,Yes,FI-NO
SHP900000381,DLV800000381,2025-08-26,CAR08,NL,CPT,Sea,1850,3886.7,8,8,1201.97,Yes,No,FI-NL
SHP900000382,DLV800000382,2026-03-31,CAR03,FI,DAP,Road,250,5049.8,8,1,855.84,Yes,Yes,FI-FI
SHP900000383,DLV800000383,2025-01-15,CAR06,ES,CIP,Air,3500,5783.5,8,2,13345.39,Yes,Yes,FI-ES
SHP900000384,DLV800000384,2025-02-18,CAR07,DE,CPT,Sea,1650,2918.7,5,7,772.15,Yes,Yes,FI-DE
SHP900000385,DLV800000385,2025-05-05,CAR04,SE,FCA,Road,650,4222.1,6,1,0.0,No,Yes,FI-SE
SHP900000386,DLV800000386,2025-12-14,CAR08,PL,CPT,Sea,1450,1018.1,2,6,602.05,Yes,No,FI-PL
SHP900000387,DLV800000387,2025-05-18,CAR07,NL,DAP,Sea,1850,4274.6,9,10,992.77,Yes,No,FI-NL
SHP900000388,DLV800000388,2025-01-28,CAR05,US,CIP,Air,7200,5504.7,11,5,19796.45,Yes,No,FI-US
SHP900000389,DLV800000389,2025-08-21,CAR06,PL,FCA,Air,1450,2351.1,5,1,0.0,No,Yes,FI-PL
SHP900000390,DLV800000390,2025-02-26,CAR03,SE,CIP,Road,650,6507.2,10,2,1173.92,Yes,No,FI-SE
SHP900000391,DLV800000391,2026-04-16,CAR03,US,DAP,Road,7200,4333.9,8,11,5056.98,Yes,Yes,FI-US
SHP900000392,DLV800000392,2025-11-07,CAR06,NL,FCA,Air,1850,2860.4,4,1,0.0,No,Yes,FI-NL
SHP900000393,DLV800000393,2025-03-24,CAR08,NL,CPT,Sea,1850,2562.0,5,7,883.25,Yes,Yes,FI-NL
SHP900000394,DLV800000394,2025-08-21,CAR05,FR,CPT,Air,2400,5130.6,8,1,8820.64,Yes,Yes,FI-FR
SHP900000395,DLV800000395,2025-10-30,CAR02,FR,CPT,Road,2400,285.4,1,4,1516.55,Yes,Yes,FI-FR
SHP900000396,DLV800000396,2025-08-07,CAR04,FI,EXW,Road,250,3662.5,7,1,0.0,No,Yes,FI-FI
SHP900000397,DLV800000397,2026-06-06,CAR07,NO,DAP,Sea,900,3342.3,9,5,752.6,Yes,Yes,FI-NO
SHP900000398,DLV800000398,2025-03-03,CAR03,PL,CPT,Road,1450,1512.6,3,3,1021.26,Yes,No,FI-PL
SHP900000399,DLV800000399,2025-04-17,CAR01,IT,FCA,Road,2900,3491.1,6,5,0.0,No,No,FI-IT
SHP900000400,DLV800000400,2026-02-07,CAR07,FR,DDP,Sea,2400,4126.0,7,14,1460.38,Yes,No,FI-FR
SHP900000401,DLV800000401,2025-12-15,CAR07,US,CPT,Sea,7200,3892.1,8,24,3109.58,Yes,Yes,FI-US
SHP900000402,DLV800000402,2025-12-13,CAR04,IT,DAP,Road,2900,2054.9,5,4,2113.99,Yes,Yes,FI-IT
SHP900000403,DLV800000403,2026-06-06,CAR05,PL,DAP,Air,1450,6378.5,13,2,8491.73,Yes,No,FI-PL
SHP900000404,DLV800000404,2025-12-18,CAR06,FR,CIP,Air,2400,5224.0,10,1,9659.83,Yes,Yes,FI-FR
SHP900000405,DLV800000405,2025-10-29,CAR02,US,DDP,Road,7200,5261.8,10,12,5515.03,Yes,No,FI-US
SHP900000406,DLV800000406,2025-09-28,CAR06,DE,DAP,Air,1650,608.5,1,1,5315.69,Yes,Yes,FI-DE
SHP900000407,DLV800000407,2025-04-26,CAR06,DK,CIP,Air,1000,4047.8,6,2,4461.94,Yes,No,FI-DK
SHP900000408,DLV800000408,2026-03-28,CAR03,ES,DAP,Road,3500,6474.5,12,5,2616.94,Yes,Yes,FI-ES
SHP900000409,DLV800000409,2025-11-12,CAR02,NL,CIP,Road,1850,2249.4,6,3,1390.68,Yes,Yes,FI-NL
SHP900000410,DLV800000410,2025-08-30,CAR02,CN,FCA,Road,7700,2172.4,4,12,0.0,No,Yes,FI-CN
SHP900000411,DLV800000411,2026-03-12,CAR06,NL,FCA,Air,1850,5028.7,14,1,0.0,No,Yes,FI-NL
SHP900000412,DLV800000412,2025-11-01,CAR01,NL,DAP,Road,1850,5571.7,10,3,1665.18,Yes,Yes,FI-NL
SHP900000413,DLV800000413,2025-03-20,CAR03,PL,DDP,Road,1450,5595.4,15,3,1354.56,Yes,No,FI-PL
SHP900000414,DLV800000414,2026-03-16,CAR06,NL,DDP,Air,1850,2360.2,5,1,6274.67,Yes,Yes,FI-NL
SHP900000415,DLV800000415,2025-12-29,CAR08,ES,CIP,Sea,3500,6696.9,12,11,2001.6,Yes,Yes,FI-ES
SHP900000416,DLV800000416,2025-07-02,CAR04,IT,CPT,Road,2900,2666.1,8,4,2380.75,Yes,Yes,FI-IT
SHP900000417,DLV800000417,2026-01-19,CAR03,DE,CPT,Road,1650,3248.9,5,4,1519.58,Yes,No,FI-DE
SHP900000418,DLV800000418,2025-10-30,CAR06,DK,CPT,Air,1000,4694.9,9,1,4980.67,Yes,Yes,FI-DK
SHP900000419,DLV800000419,2026-05-10,CAR01,DK,FCA,Road,1000,1836.4,4,2,0.0,No,Yes,FI-DK
SHP900000420,DLV800000420,2025-08-04,CAR04,SE,CPT,Road,650,5300.5,8,1,1281.81,Yes,Yes,FI-SE
SHP900000421,DLV800000421,2025-06-22,CAR01,US,DAP,Road,7200,6102.0,10,11,4680.92,Yes,Yes,FI-US
SHP900000422,DLV800000422,2025-11-28,CAR04,CN,DDP,Road,7700,1883.2,4,13,4922.87,Yes,No,FI-CN
SHP900000423,DLV800000423,2026-01-25,CAR02,PL,DAP,Road,1450,3542.0,7,2,1171.7,Yes,Yes,FI-PL
SHP900000424,DLV800000424,2026-03-27,CAR04,FR,CPT,Road,2400,3163.1,5,8,1606.69,Yes,No,FI-FR
SHP900000425,DLV800000425,2025-04-23,CAR01,CN,DAP,Road,7700,958.7,2,13,4060.59,Yes,No,FI-CN
